[EXITO] Bandera: Paquete llegó a destino. Paquete: 221484601, Destino: OYSN, Tiempo restante: 213 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053603, Destino: SBBR, Tiempo restante: 724 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053604, Destino: SBBR, Tiempo restante: 724 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276559001, Destino: SEQM, Tiempo restante: 894 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053901, Destino: SBBR, Tiempo restante: 368 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053902, Destino: SBBR, Tiempo restante: 368 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053903, Destino: SBBR, Tiempo restante: 757 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053904, Destino: SBBR, Tiempo restante: 368 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053701, Destino: SBBR, Tiempo restante: 737 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053702, Destino: SBBR, Tiempo restante: 737 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053703, Destino: SBBR, Tiempo restante: 737 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247053704, Destino: SBBR, Tiempo restante: 737 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276559601, Destino: SEQM, Tiempo restante: 437 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276559701, Destino: SEQM, Tiempo restante: 1098 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 378732901, Destino esperado: UMMS, Último destino: LKPR, Tiempo restante: 1289 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378732901, Destino: UMMS, Tiempo restante: 683 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378732902, Destino: UMMS, Tiempo restante: 312 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378732903, Destino: UMMS, Tiempo restante: 791 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276559901, Destino: SEQM, Tiempo restante: 446 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58078901, Destino: EKCH, Tiempo restante: 1058 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270499101, Destino: SCEL, Tiempo restante: 976 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270499201, Destino: SCEL, Tiempo restante: 680 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378731501, Destino: UMMS, Tiempo restante: 658 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378731502, Destino: UMMS, Tiempo restante: 658 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378731503, Destino: UMMS, Tiempo restante: 179 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270499301, Destino: SCEL, Tiempo restante: 689 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58078501, Destino: EKCH, Tiempo restante: 487 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726901, Destino: SABE, Tiempo restante: 1149 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726902, Destino: SABE, Tiempo restante: 871 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726903, Destino: SABE, Tiempo restante: 1149 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726904, Destino: SABE, Tiempo restante: 689 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726905, Destino: SABE, Tiempo restante: 1619 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726906, Destino: SABE, Tiempo restante: 1149 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726907, Destino: SABE, Tiempo restante: 1149 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726908, Destino: SABE, Tiempo restante: 1619 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58078701, Destino: EKCH, Tiempo restante: 1151 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378731101, Destino: UMMS, Tiempo restante: 149 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378731102, Destino: UMMS, Tiempo restante: 1191 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378731103, Destino: UMMS, Tiempo restante: 628 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726801, Destino: SABE, Tiempo restante: 1118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726802, Destino: SABE, Tiempo restante: 1118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726803, Destino: SABE, Tiempo restante: 840 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726804, Destino: SABE, Tiempo restante: 658 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726805, Destino: SABE, Tiempo restante: 148 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726806, Destino: SABE, Tiempo restante: 148 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726807, Destino: SABE, Tiempo restante: 1588 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726808, Destino: SABE, Tiempo restante: 1588 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244726701, Destino esperado: SABE, Último destino: SCEL, Tiempo restante: 1125 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244726701, Destino esperado: SABE, Último destino: SUAA, Tiempo restante: 653 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726701, Destino: SABE, Tiempo restante: 216 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726702, Destino: SABE, Tiempo restante: 109 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726703, Destino: SABE, Tiempo restante: 109 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726704, Destino: SABE, Tiempo restante: 801 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726705, Destino: SABE, Tiempo restante: 619 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726706, Destino: SABE, Tiempo restante: 619 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244726707, Destino esperado: SABE, Último destino: SGAS, Tiempo restante: 1773 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726707, Destino: SABE, Tiempo restante: 264 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726708, Destino: SABE, Tiempo restante: 801 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58078101, Destino: EKCH, Tiempo restante: 1789 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244726601, Destino esperado: SABE, Último destino: SUAA, Tiempo restante: 1330 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726601, Destino: SABE, Tiempo restante: 574 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726602, Destino: SABE, Tiempo restante: 78 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726603, Destino: SABE, Tiempo restante: 78 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726604, Destino: SABE, Tiempo restante: 1048 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726605, Destino: SABE, Tiempo restante: 1048 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726606, Destino: SABE, Tiempo restante: 1048 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726607, Destino: SABE, Tiempo restante: 1048 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726608, Destino: SABE, Tiempo restante: 770 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58078201, Destino: EKCH, Tiempo restante: 1789 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726201, Destino: SABE, Tiempo restante: 452 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726202, Destino: SABE, Tiempo restante: 1892 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726203, Destino: SABE, Tiempo restante: 1892 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726204, Destino: SABE, Tiempo restante: 912 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726205, Destino: SABE, Tiempo restante: 1892 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726206, Destino: SABE, Tiempo restante: 634 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726207, Destino: SABE, Tiempo restante: 634 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726208, Destino: SABE, Tiempo restante: 452 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244726209, Destino: SABE, Tiempo restante: 1892 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052001, Destino: SBBR, Tiempo restante: 120 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052002, Destino: SBBR, Tiempo restante: 509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052003, Destino: SBBR, Tiempo restante: 120 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052004, Destino: SBBR, Tiempo restante: 509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276558201, Destino: SEQM, Tiempo restante: 1045 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276558001, Destino: SEQM, Tiempo restante: 847 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052301, Destino: SBBR, Tiempo restante: 160 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052302, Destino: SBBR, Tiempo restante: 549 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052303, Destino: SBBR, Tiempo restante: 549 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052304, Destino: SBBR, Tiempo restante: 160 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276558901, Destino: SEQM, Tiempo restante: 408 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052901, Destino: SBBR, Tiempo restante: 626 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052902, Destino: SBBR, Tiempo restante: 237 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052903, Destino: SBBR, Tiempo restante: 626 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247052904, Destino: SBBR, Tiempo restante: 626 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276558501, Destino: SEQM, Tiempo restante: 873 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734701, Destino: UMMS, Tiempo restante: 951 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734702, Destino: UMMS, Tiempo restante: 14 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734703, Destino: UMMS, Tiempo restante: 14 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734201, Destino: UMMS, Tiempo restante: 426 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734202, Destino: UMMS, Tiempo restante: 905 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734203, Destino: UMMS, Tiempo restante: 426 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725901, Destino: SABE, Tiempo restante: 1778 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725902, Destino: SABE, Tiempo restante: 338 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244725903, Destino esperado: SABE, Último destino: SUAA, Tiempo restante: 748 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725903, Destino: SABE, Tiempo restante: 324 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725904, Destino: SABE, Tiempo restante: 1268 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725905, Destino: SABE, Tiempo restante: 338 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725906, Destino: SABE, Tiempo restante: 1268 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725907, Destino: SABE, Tiempo restante: 1268 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725908, Destino: SABE, Tiempo restante: 798 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725909, Destino: SABE, Tiempo restante: 1778 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725601, Destino: SABE, Tiempo restante: 236 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725602, Destino: SABE, Tiempo restante: 418 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725603, Destino: SABE, Tiempo restante: 696 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725604, Destino: SABE, Tiempo restante: 1166 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725605, Destino: SABE, Tiempo restante: 1676 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725606, Destino: SABE, Tiempo restante: 1676 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244725607, Destino esperado: SABE, Último destino: SGAS, Tiempo restante: 1467 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725607, Destino: SABE, Tiempo restante: 741 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725608, Destino: SABE, Tiempo restante: 1166 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725609, Destino: SABE, Tiempo restante: 1858 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725501, Destino: SABE, Tiempo restante: 1135 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725502, Destino: SABE, Tiempo restante: 665 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725503, Destino: SABE, Tiempo restante: 1135 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725504, Destino: SABE, Tiempo restante: 1827 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725505, Destino: SABE, Tiempo restante: 665 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725506, Destino: SABE, Tiempo restante: 1827 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725507, Destino: SABE, Tiempo restante: 387 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725508, Destino: SABE, Tiempo restante: 205 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725509, Destino: SABE, Tiempo restante: 1135 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58077301, Destino: EKCH, Tiempo restante: 1888 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734101, Destino: UMMS, Tiempo restante: 893 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734102, Destino: UMMS, Tiempo restante: 414 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378734103, Destino: UMMS, Tiempo restante: 414 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725201, Destino: SABE, Tiempo restante: 555 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725202, Destino: SABE, Tiempo restante: 95 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725203, Destino: SABE, Tiempo restante: 555 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725204, Destino: SABE, Tiempo restante: 277 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725205, Destino: SABE, Tiempo restante: 1535 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725206, Destino: SABE, Tiempo restante: 1535 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725207, Destino: SABE, Tiempo restante: 95 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725208, Destino: SABE, Tiempo restante: 1535 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725209, Destino: SABE, Tiempo restante: 1535 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725001, Destino: SABE, Tiempo restante: 31 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725002, Destino: SABE, Tiempo restante: 1653 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725003, Destino: SABE, Tiempo restante: 491 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725004, Destino: SABE, Tiempo restante: 31 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725005, Destino: SABE, Tiempo restante: 491 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725006, Destino: SABE, Tiempo restante: 491 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725007, Destino: SABE, Tiempo restante: 1653 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725008, Destino: SABE, Tiempo restante: 961 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244725009, Destino: SABE, Tiempo restante: 491 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051401, Destino: SBBR, Tiempo restante: 43 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051402, Destino: SBBR, Tiempo restante: 432 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051403, Destino: SBBR, Tiempo restante: 432 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051404, Destino: SBBR, Tiempo restante: 432 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051101, Destino: SBBR, Tiempo restante: 340 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051102, Destino: SBBR, Tiempo restante: 340 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051103, Destino: SBBR, Tiempo restante: 340 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051104, Destino: SBBR, Tiempo restante: 340 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 145950001, Destino: OAKB, Tiempo restante: 825 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051201, Destino: SBBR, Tiempo restante: 17 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051202, Destino: SBBR, Tiempo restante: 406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051203, Destino: SBBR, Tiempo restante: 17 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051204, Destino: SBBR, Tiempo restante: 17 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276557801, Destino: SEQM, Tiempo restante: 839 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 145950601, Destino: OAKB, Tiempo restante: 676 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051901, Destino: SBBR, Tiempo restante: 108 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051902, Destino: SBBR, Tiempo restante: 497 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051903, Destino: SBBR, Tiempo restante: 497 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247051904, Destino: SBBR, Tiempo restante: 108 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 145950801, Destino: OAKB, Tiempo restante: 788 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58076701, Destino: EKCH, Tiempo restante: 306 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733801, Destino: UMMS, Tiempo restante: 389 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733802, Destino: UMMS, Tiempo restante: 868 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733803, Destino: UMMS, Tiempo restante: 868 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724901, Destino: SABE, Tiempo restante: 923 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724902, Destino: SABE, Tiempo restante: 1893 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724903, Destino: SABE, Tiempo restante: 1433 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724904, Destino: SABE, Tiempo restante: 1433 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724905, Destino: SABE, Tiempo restante: 923 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724906, Destino: SABE, Tiempo restante: 175 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724907, Destino: SABE, Tiempo restante: 453 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724908, Destino: SABE, Tiempo restante: 1893 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244724909, Destino: SABE, Tiempo restante: 923 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58076301, Destino: EKCH, Tiempo restante: 919 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58076401, Destino: EKCH, Tiempo restante: 2361 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58076101, Destino: EKCH, Tiempo restante: 1082 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733001, Destino: UMMS, Tiempo restante: 321 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733002, Destino: UMMS, Tiempo restante: 800 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733003, Destino: UMMS, Tiempo restante: 800 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050601, Destino: SBBR, Tiempo restante: 331 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050602, Destino: SBBR, Tiempo restante: 331 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050603, Destino: SBBR, Tiempo restante: 331 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050604, Destino: SBBR, Tiempo restante: 331 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050701, Destino: SBBR, Tiempo restante: 349 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050702, Destino: SBBR, Tiempo restante: 349 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050703, Destino: SBBR, Tiempo restante: 349 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050704, Destino: SBBR, Tiempo restante: 349 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050501, Destino: SBBR, Tiempo restante: 320 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050502, Destino: SBBR, Tiempo restante: 320 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050503, Destino: SBBR, Tiempo restante: 320 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050504, Destino: SBBR, Tiempo restante: 320 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733901, Destino: UMMS, Tiempo restante: 874 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733902, Destino: UMMS, Tiempo restante: 395 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378733903, Destino: UMMS, Tiempo restante: 395 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050801, Destino: SBBR, Tiempo restante: 360 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050802, Destino: SBBR, Tiempo restante: 360 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050803, Destino: SBBR, Tiempo restante: 360 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 247050804, Destino: SBBR, Tiempo restante: 360 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276556601, Destino: SEQM, Tiempo restante: 315 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58075701, Destino: EKCH, Tiempo restante: 1711 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58075702, Destino: EKCH, Tiempo restante: 2503 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58075401, Destino: EKCH, Tiempo restante: 1833 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58075402, Destino: EKCH, Tiempo restante: 1055 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58075101, Destino: EKCH, Tiempo restante: 1821 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58075102, Destino: EKCH, Tiempo restante: 381 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011001, Destino: SLLP, Tiempo restante: 1534 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011002, Destino: SLLP, Tiempo restante: 1243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011003, Destino: SLLP, Tiempo restante: 486 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011004, Destino: SLLP, Tiempo restante: 1534 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011005, Destino: SLLP, Tiempo restante: 1243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011006, Destino: SLLP, Tiempo restante: 486 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011007, Destino: SLLP, Tiempo restante: 686 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011008, Destino: SLLP, Tiempo restante: 1243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011009, Destino: SLLP, Tiempo restante: 1534 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011010, Destino: SLLP, Tiempo restante: 1534 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213980101, Destino: OSDI, Tiempo restante: 2090 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213980102, Destino: OSDI, Tiempo restante: 523 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011701, Destino: SLLP, Tiempo restante: 1196 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011702, Destino: SLLP, Tiempo restante: 1196 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759101, Destino: LOWW, Tiempo restante: 1985 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759102, Destino: LOWW, Tiempo restante: 1454 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276555101, Destino: SEQM, Tiempo restante: 1156 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759001, Destino: LOWW, Tiempo restante: 1206 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759002, Destino: LOWW, Tiempo restante: 1206 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011801, Destino: SLLP, Tiempo restante: 1202 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011802, Destino: SLLP, Tiempo restante: 1202 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759301, Destino: LOWW, Tiempo restante: 1997 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759302, Destino: LOWW, Tiempo restante: 919 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011301, Destino: SLLP, Tiempo restante: 585 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348011302, Destino: SLLP, Tiempo restante: 294 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213980401, Destino: OSDI, Tiempo restante: 0 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213980402, Destino: OSDI, Tiempo restante: 0 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759201, Destino: LOWW, Tiempo restante: 919 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759202, Destino: LOWW, Tiempo restante: 557 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213980601, Destino: OSDI, Tiempo restante: 1458 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213980602, Destino: OSDI, Tiempo restante: 555 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759701, Destino: LOWW, Tiempo restante: 1492 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128759702, Destino: LOWW, Tiempo restante: 583 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276555501, Destino: SEQM, Tiempo restante: 275 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 229000601, Destino esperado: OSDI, Último destino: OAKB, Tiempo restante: 843 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000601, Destino: OSDI, Tiempo restante: 274 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000602, Destino: OSDI, Tiempo restante: 5 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58074601, Destino: EKCH, Tiempo restante: 2370 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58074602, Destino: EKCH, Tiempo restante: 2370 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000501, Destino: OSDI, Tiempo restante: 495 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000502, Destino: OSDI, Tiempo restante: 495 min
